YEAR_MONTH_DAY,ID,lat,lon,depth,temp,NO3,Si4,PO4,chl,alpha,PBmax,region,Ek,date,month,sst,kd_490,Zeu,sat_par,longhurst,basin,biome,daylength,E_surf,Ez,PB
1999-04-12,10,63.15,-20.93,10.0,,,,,,0.051,4.444,3,87.1372549019608,1999-04-10,4,7.480010986328125,,,32.99399948120117,3.0,2.0,2.0,13.913070754593573,658.7330732047974,,
1999-04-12,10,65.9,-22.4,10.0,6.67,7.4,9.6,,,0.022,4.458,2,202.636363636364,1999-04-10,4,1.19000244140625,,,9.091999053955078,2.0,2.0,2.0,14.171584972346242,178.21262037334202,,
1999-04-13,10,63.5,-22.05,10.0,,,,,,0.091,3.002,3,32.989010989011,1999-04-11,4,7.05999755859375,,,17.113998413085938,3.0,2.0,2.0,14.05096259735322,338.331869801925,,
1999-04-14,10,63.67,-20.95,10.0,,,,,,0.023,2.047,3,89.0,1999-04-12,4,6.480010986328125,,,34.17599868774414,3.0,2.0,2.0,14.175419801479817,669.7038325331838,,
1999-05-08,10,66.73,-18.83,10.0,4.1,0.9,1.1,,,0.05,5.612,2,112.24,1999-05-06,5,2.730010986328125,,,43.51799774169922,2.0,2.0,2.0,17.62615708771107,685.8178243773583,,
1999-05-09,10,66.08,-22.7,10.0,2.01,10.9,7.7,,,0.032,0.873,2,27.28125,1999-05-07,5,3.04998779296875,,,47.391998291015625,2.0,2.0,2.0,17.543688619195134,750.3806215143893,,
1999-05-11,10,68.0,-12.67,10.0,1.66,7.3,3.7,,,0.052,4.055,2,77.9807692307692,1999-05-09,5,0.260009765625,,,32.6719970703125,2.0,2.0,2.0,18.539830683710402,489.5165924965809,,
1999-05-12,10,63.8,-22.44,10.0,,,,,,0.054,3.044,3,56.3703703703704,1999-05-10,5,8.290008544921875,,,38.24800109863281,3.0,2.0,2.0,17.215168676192395,617.1560063952921,,
1999-05-12,10,63.49,-23.54,10.0,7.42,13.1,7.2,,,0.042,3.241,3,77.1666666666667,1999-05-10,5,7.089996337890625,,,45.81199645996094,3.0,2.0,2.0,17.13162470503462,742.8107252706511,,
1999-05-13,10,64.0,-23.16,10.0,,,,,,0.035,2.362,2,67.4857142857143,1999-05-11,5,7.82000732421875,,,44.53399658203125,2.0,2.0,2.0,17.3765148256605,711.9122983080454,,
1999-05-13,10,64.34,-23.97,10.0,,,,,,0.042,3.386,2,80.6190476190476,1999-05-11,5,7.350006103515625,,,49.73999786376953,2.0,2.0,2.0,17.475929044508664,790.6112480818767,,
1999-05-14,10,64.87,-24.5,10.0,,,,,,0.037,2.58,2,69.7297297297297,1999-05-12,5,7.149993896484375,,,15.159996032714844,2.0,2.0,2.0,17.751539331261217,237.2250614723599,,
1999-05-14,10,65.25,-24.75,10.0,,,,,,0.043,2.368,2,55.0697674418605,1999-05-12,5,5.30999755859375,,,13.179996490478516,2.0,2.0,2.0,17.87777106309668,204.78560349177422,,
1999-05-20,10,64.33,-23.23,30.0,,,,,,0.049,3.037,2,61.9795918367347,1999-05-18,5,7.470001220703125,,,12.683998107910156,2.0,2.0,2.0,18.219677447249857,193.38063574142174,,
1999-05-20,10,64.33,-27.01,30.0,,,,,,0.067,3.831,2,57.1791044776119,1999-05-18,5,7.239990234375,,,11.793998718261719,2.0,2.0,2.0,18.219677447249857,179.81167693872692,,
1999-05-24,10,66.15,-27.25,20.0,,,,,,0.06,1.936,2,32.2666666666667,1999-05-22,5,4.410003662109375,,,14.009998321533203,2.0,2.0,2.0,19.47244469632932,199.85503931920238,,
1999-05-24,10,65.67,-25.25,30.0,,,,,,0.034,2.639,2,77.6176470588235,1999-05-22,5,5.55999755859375,,,17.641998291015625,2.0,2.0,2.0,19.226083993488864,254.89096388517302,,
1999-05-27,10,66.4,-18.83,30.0,,,,,,0.051,2.584,2,50.6666666666667,1999-05-25,5,5.0,,,36.11799621582031,2.0,2.0,2.0,20.00480752156498,501.51828333272,,
1999-05-27,10,63.78,-22.07,30.0,8.15,3.3,0.6,,,0.06,1.994,3,33.2333333333333,1999-05-25,5,8.220001220703125,,,47.571998596191406,3.0,2.0,2.0,18.69621905766793,706.7976692901412,,
1999-05-27,10,68.0,-18.82,30.0,,,,,,0.035,1.93,2,55.1428571428571,1999-05-25,5,1.3699951171875,,,28.647998809814453,2.0,2.0,2.0,21.269608521019297,374.1384068872991,,
1999-05-29,10,67.16,-16.26,30.0,,,,,,0.066,2.695,2,40.8333333333333,1999-05-27,5,3.57000732421875,,,28.54199981689453,2.0,2.0,2.0,20.846008475302202,380.3286030447499,,
1999-05-29,10,68.01,-12.66,30.0,,,,,,0.046,0.849,2,18.4565217391304,1999-05-27,5,0.959991455078125,,,26.677997589111328,2.0,2.0,2.0,21.708650338884283,341.3641460975839,,
1999-05-30,10,67.01,-13.82,30.0,,,,,,0.033,4.187,2,126.878787878788,1999-05-28,5,3.730010986328125,,,45.97200012207031,2.0,2.0,2.0,20.875259443124822,611.728925750629,,
1999-05-30,10,68.0,-18.83,30.0,-0.7,,,,,0.047,2.23,2,47.4468085106383,1999-05-28,5,1.739990234375,,,26.965999603271484,2.0,2.0,2.0,21.928957581641278,341.58283253847935,,
1999-05-31,10,63.9,-11.53,30.0,7.54,,,,,0.054,1.828,3,33.8518518518519,1999-05-29,5,7.8599853515625,,,54.09400177001953,3.0,2.0,2.0,19.10251790274549,786.603717859811,,
1999-05-31,10,66.99,-21.57,30.0,5.01,5.1,1.6,,,0.043,0.601,2,13.9767441860465,1999-05-29,5,5.3599853515625,,,18.875999450683594,2.0,2.0,2.0,21.01285283065643,249.52981030237595,,
1999-06-01,10,65.0,-11.3,30.0,,,,,,0.053,1.221,2,23.0377358490566,1999-05-30,5,3.75,,,26.60199737548828,2.0,2.0,2.0,19.74607563345664,374.22340785999796,,
1999-06-02,10,64.99,-12.81,30.0,1.7,8.2,2.4,,1.1343578100204468,0.067,2.186,3,32.6268656716418,1999-05-31,5,2.70001220703125,0.14661243557929993,31.37523759034714,57.65800094604492,3.0,2.0,2.0,19.83785480251075,807.3509728417969,9.928261795152467,0.6453949463724724
1999-06-02,10,63.66,-13.66,30.0,,,,,,0.044,2.189,3,49.75,1999-05-31,5,8.5,,,25.62399673461914,3.0,2.0,2.0,19.15900723975659,371.51073548098765,,
1999-06-02,10,63.72,-14.79,30.0,,,,,,0.039,1.941,3,49.7692307692308,1999-05-31,5,8.1099853515625,,,29.35799789428711,3.0,2.0,2.0,19.186514200500874,425.03809341599225,,
1999-06-03,10,70.98,-14.33,30.0,4.13,,,,,0.038,2.92,2,76.8421052631579,1999-06-01,6,0.510009765625,,,36.45800018310547,2.0,2.0,2.0,24.0,421.9675947118688,,
1999-06-03,10,63.22,-19.92,30.0,,,,,,0.054,2.773,3,51.3518518518519,1999-06-01,6,8.8699951171875,,,36.08399963378906,3.0,2.0,2.0,19.038983123246396,526.4636859397018,,
1999-06-04,10,67.33,-18.83,30.0,3.49,,,,,0.076,4.287,2,56.4078947368421,1999-06-02,6,4.230010986328125,,,35.947998046875,2.0,2.0,2.0,22.09918346642521,451.8517631292424,,
1999-06-04,10,62.98,-21.5,30.0,,,,,,0.054,2.158,3,39.962962962963,1999-06-02,6,8.75,,,29.859996795654297,3.0,2.0,2.0,19.006113640932906,436.4092371038399,,
1999-06-05,10,63.57,-16.3,10.0,8.8,,,,,0.07,2.694,3,38.4857142857143,1999-06-03,6,8.32000732421875,,,31.055999755859375,3.0,2.0,2.0,19.344132860152687,445.9577827145742,,
1999-06-06,10,63.45,-20.2,10.0,9.26,1.7,2.0,,,0.064,3.488,3,54.5,1999-06-04,6,8.519989013671875,,,51.97999954223633,3.0,2.0,2.0,19.356552793126273,745.9431912308127,,
1999-06-06,10,72.22,-11.5,10.0,3.08,,,,,0.045,2.074,2,46.0888888888889,1999-06-04,6,1.1400146484375,,,34.2599983215332,2.0,2.0,2.0,24.0,396.5277583510787,,
1999-06-07,10,64.0,-27.25,10.0,7.03,,,,,0.05,2.198,2,43.96,1999-06-05,6,7.69000244140625,,,58.711997985839844,2.0,2.0,2.0,19.70485657387466,827.6583119626869,,
1999-06-09,10,66.27,-23.31,10.0,,,,,,0.054,3.233,2,59.8703703703704,1999-06-07,6,6.040008544921875,,,25.229999542236328,2.0,2.0,2.0,21.551862558810278,325.18457219428547,,
1999-06-09,10,65.9,-22.4,10.0,8.53,0.1,2.7,,,0.059,3.509,2,59.4745762711864,1999-06-07,6,5.519989013671875,,,,2.0,2.0,2.0,21.181175639397377,,,
1999-06-10,10,68.65,-26.33,10.0,0.22,,,,,0.057,1.935,1,33.9473684210526,1999-06-08,6,-1.790008544921875,,,37.62799835205078,1.0,1.0,2.0,24.0,435.5092401857729,,
1999-06-10,10,65.82,-23.93,10.0,,,,,,0.057,2.258,2,39.6140350877193,1999-06-08,6,5.899993896484375,,,,2.0,2.0,2.0,21.205593276667965,,,
1999-06-10,10,67.97,-18.83,10.0,-0.97,0.1,4.4,,0.34715506434440613,0.046,2.316,2,50.3478260869565,1999-06-08,6,2.079986572265625,0.05541413277387619,83.01131443797621,37.74800109863281,2.0,2.0,2.0,24.0,436.8981608638057,251.0265721572651,2.315783680167232
1999-06-12,10,68.0,-16.25,10.0,0.08,,,,,0.066,3.385,2,51.2878787878788,1999-06-10,6,3.69000244140625,,,27.615997314453125,2.0,2.0,2.0,24.0,319.62959854691115,,
2000-06-15,10,63.83,-23.15,10.0,,,,,,0.017,1.267,3,74.5294117647059,2000-06-13,6,8.720001220703125,,,57.54800033569336,3.0,2.0,2.0,20.1042698621673,795.1323653332826,,
2000-06-16,10,64.17,-24.0,10.0,,,,,,0.031,1.651,2,53.258064516129,2000-06-14,6,8.3800048828125,,,55.75,2.0,2.0,2.0,20.354826313668458,760.8078237794662,,
2000-06-16,10,64.45,-22.85,10.0,,,,,,0.019,0.919,3,48.3684210526316,2000-06-14,6,8.399993896484375,,,56.74399948120117,3.0,2.0,2.0,20.545459430979506,767.1876178317211,,
2000-06-16,10,64.38,-23.25,10.0,6.59,0.6,,,,0.023,1.424,2,61.9130434782609,2000-06-14,6,9.04998779296875,,,59.715999603271484,2.0,2.0,2.0,20.49653086056723,809.296840544281,,
2000-06-17,10,64.87,-25.32,10.0,,,,,,0.057,5.003,2,87.7719298245614,2000-06-15,6,7.82000732421875,,,60.762001037597656,2.0,2.0,2.0,20.899429932702734,807.597799361228,,
2000-06-17,10,65.48,-25.62,10.0,,,,,,0.038,1.993,2,52.4473684210526,2000-06-15,6,7.32000732421875,,,50.459999084472656,2.0,2.0,2.0,21.449741352487113,653.4655211927893,,
2000-06-18,10,67.0,-18.83,10.0,3.65,1.3,0.2,,0.29555946588516235,0.072,3.252,2,45.1666666666667,2000-06-16,6,5.470001220703125,0.05126185342669487,89.73534299882583,61.11000061035156,2.0,2.0,2.0,24.0,707.2916737309208,423.61481951233446,3.2519999535753104
2000-06-18,10,66.88,-23.4,10.0,,,,,4.278148174285889,0.062,2.203,2,35.5322580645161,2000-06-16,6,5.6199951171875,0.2624947428703308,17.524160482986677,60.529998779296875,2.0,2.0,2.0,24.0,700.5786895751953,50.75241810649949,1.9635944541697952
2000-06-19,10,66.22,-23.35,10.0,,,,,,0.044,2.901,2,65.9318181818182,2000-06-17,6,6.760009765625,,,20.137996673583984,2.0,2.0,2.0,22.52743578051409,248.31445617628052,,
2000-06-22,10,66.23,-23.73,10.0,,,,,2.105642795562744,0.048,3.581,2,74.6041666666667,2000-06-20,6,6.75,0.16703249514102936,27.539551487368456,61.108001708984375,2.0,2.0,2.0,22.65933299676245,749.114941802904,140.9728728429837,3.4210696288976035
2001-06-14,10,64.58,-24.32,10.0,,,,,1.6207607984542847,0.031,1.393,2,44.9354838709677,2001-06-12,6,8.290008544921875,0.14032746851444244,32.780467350386,60.652000427246094,2.0,2.0,2.0,20.499830409349318,821.8496231448585,202.0030412463938,1.3926530467978846
2001-06-14,10,65.08,-25.0,10.0,,,,,2.9941272735595703,0.073,2.841,2,38.9178082191781,2001-06-12,6,8.260009765625,0.2298736721277237,20.010991069234418,60.47599792480469,2.0,2.0,2.0,20.87373683810671,804.7858628637114,80.78889450936774,2.7529702742632733
2001-06-14,10,65.08,-23.74,10.0,7.37,0.1,0.2,,3.6045889854431152,0.056,3.618,2,64.6071428571428,2001-06-12,6,7.709991455078125,0.27068665623664856,16.99381884557485,60.697998046875,2.0,2.0,2.0,20.87373683810671,807.7401350696591,53.91311824183106,2.4706314674879213
2001-06-15,10,66.23,-23.35,10.0,5.1,6.3,1.3,,,0.051,3.094,2,60.6666666666667,2001-06-13,6,6.54998779296875,,,60.62799835205078,2.0,2.0,2.0,22.154409969482142,760.1696762200478,,
2001-06-16,10,66.25,-23.05,10.0,4.95,0.1,0.1,,,0.06,2.812,2,46.8666666666667,2001-06-14,6,7.0,,,59.56800079345703,2.0,2.0,2.0,22.278670997265397,742.7133732125413,,
2001-06-16,10,66.21,-23.36,10.0,6.2,0.4,0.4,,1.0472054481506348,0.062,3.528,2,56.9032258064516,2001-06-14,6,6.29998779296875,0.11911922693252563,38.61677177107304,60.779998779296875,2.0,2.0,2.0,22.216746637548855,759.9372342714823,230.9135906427278,3.525892875190273
2001-06-16,10,63.57,-16.3,10.0,8.33,1.5,1.1,,,0.041,2.248,3,54.8292682926829,2001-06-14,6,9.04998779296875,,,52.11000061035156,3.0,2.0,2.0,19.95181919755761,725.4977616935325,,
2001-06-17,10,63.7,-16.5,10.0,6.7,7.9,1.5,,,0.031,0.743,3,23.9677419354839,2001-06-15,6,9.05999755859375,,,15.641998291015625,3.0,2.0,2.0,20.061693523889016,216.5818912599871,,
2002-05-16,10,64.33,-24.33,10.0,,,,,0.8203020095825195,0.049,2.425,2,49.4897959183673,2002-05-14,5,6.709991455078125,0.0979628637433052,46.95656929807102,52.365997314453125,2.0,2.0,2.0,17.796484990356777,817.3586173341444,306.8777025605435,2.4249800579704437
2002-05-16,10,66.7,-24.88,10.0,5.51,8.4,7.6,,,0.052,2.27,2,43.6538461538462,2002-05-14,5,5.209991455078125,,,49.27799987792969,2.0,2.0,2.0,18.6878845088162,732.4709917255377,,
2002-05-22,10,66.73,-18.83,10.0,4.1,0.9,1.1,,,0.092,3.168,2,34.4347826086957,2002-05-20,5,3.029998779296875,,,11.763996124267578,2.0,2.0,2.0,19.5232866998729,167.37841078811346,,
2002-05-23,10,66.53,-18.83,10.0,,,,,,0.076,2.634,2,34.6578947368421,2002-05-21,5,2.980010986328125,,,15.927997589111328,2.0,2.0,2.0,19.548885544225296,226.32716145090527,,
2002-05-25,10,68.0,-12.64,10.0,0.02,8.3,1.5,,,0.059,2.056,2,34.8474576271186,2002-05-23,5,0.089996337890625,,,24.375999450683594,2.0,2.0,2.0,20.877378492246113,324.3276430054674,,
2002-05-27,10,66.36,-13.58,10.0,,,,,,0.095,2.973,2,31.2947368421053,2002-05-25,5,2.30999755859375,,,10.451995849609375,2.0,2.0,2.0,19.979702768290473,145.31408270271615,,
2002-05-31,10,63.48,-20.92,10.0,,,,,,0.044,2.206,3,50.1363636363636,2002-05-29,5,8.3599853515625,,,51.551998138427734,3.0,2.0,2.0,18.91832343436857,756.9380834710603,,
2002-05-31,10,62.98,-21.49,10.0,,,,,,0.06,2.203,3,36.7166666666667,2002-05-29,5,8.730010986328125,,,58.029998779296875,3.0,2.0,2.0,18.71276167655089,861.4144926325678,,
2003-05-16,10,63.48,-21.32,10.0,6.64,,,,,0.046,2.271,3,49.3695652173913,2003-05-14,5,8.0,,,35.101999282836914,3.0,2.0,2.0,17.533730613283105,556.1027240236493,,
2003-05-20,10,67.0,-13.83,10.0,5.37,,,,,0.061,2.441,2,40.0163934426229,2003-05-18,5,5.410003662109375,,,24.87999725341797,2.0,2.0,2.0,19.389259945436947,356.440130650686,,
2003-05-20,10,65.67,-25.27,10.0,,,,,1.414693832397461,0.06,3.489,2,58.15,2003-05-18,5,6.850006103515625,0.13818973302841187,33.287567022466405,47.7919979095459,2.0,2.0,2.0,18.74913394669885,708.0623037103684,177.79563258314863,3.4736173279083244
2003-05-23,10,68.0,-18.84,10.0,,,,,,0.041,2.677,2,65.2926829268293,2003-05-21,5,3.80999755859375,,,34.44699668884277,2.0,2.0,2.0,20.508209812909413,466.5746195614797,,
2003-05-25,10,68.0,-12.68,10.0,,,,,,0.058,3.342,2,57.6206896551724,2003-05-23,5,1.739990234375,,,34.4789981842041,2.0,2.0,2.0,20.877378492246113,458.75010117622514,,
2003-05-28,10,66.08,-22.7,10.0,10.03,0.2,2.3,,,0.043,1.953,2,45.4186046511628,2003-05-26,5,6.100006103515625,,,34.87299919128418,2.0,2.0,2.0,19.93403780944421,485.94992707457135,,
2003-05-30,10,66.9,-24.8,10.0,0.88,,,,,0.024,1.58,2,65.8333333333333,2003-05-28,5,4.260009765625,,,17.466997146606445,2.0,2.0,2.0,20.78286567582555,233.45883707841418,,
2003-05-30,10,65.0,-12.83,10.0,,,,,,0.044,2.386,2,54.2272727272727,2003-05-28,5,4.8699951171875,,,20.771997451782227,2.0,2.0,2.0,19.545896360932723,295.20259319979266,,
2003-05-31,10,67.13,-22.9,10.0,1.92,,,,,0.064,4.078,1,63.71875,2003-05-29,5,6.149993896484375,,,31.209997177124023,1.0,1.0,2.0,21.142091883420992,410.0560960625922,,
2003-05-31,10,67.0,-18.83,10.0,3.65,1.3,0.2,,,0.03,1.781,2,59.3666666666667,2003-05-29,5,5.55999755859375,,,33.80999946594238,2.0,2.0,2.0,21.021858876718927,446.7571860982435,,
2003-06-01,10,66.73,-18.85,10.0,3.55,0.0,1.0,,,0.038,4.1,2,107.894736842105,2003-05-30,5,5.70001220703125,,,43.388999938964844,2.0,2.0,2.0,20.93343127513747,575.7536748101342,,
2003-06-01,10,63.0,-21.48,10.0,,,,,,0.048,2.587,3,53.8958333333333,2003-05-30,5,9.79998779296875,,,39.946998596191406,3.0,2.0,2.0,18.797315295962676,590.3177301774239,,
2003-06-20,10,63.7,-16.5,10.0,7.68,,,,,0.024,2.07,3,86.25,2003-06-18,6,9.25,,,35.04699897766113,3.0,2.0,2.0,20.14006317047046,483.37869704742087,,
2003-06-21,10,65.0,-11.28,10.0,4.97,,,,,0.043,2.63,2,61.1627906976744,2003-06-19,6,6.470001220703125,,,20.720996856689453,2.0,2.0,2.0,21.095735733136255,272.8434093507583,,
2003-06-22,10,63.15,-21.3,10.0,8.94,,,,0.6041993498802185,0.052,2.045,3,39.3269230769231,2003-06-20,6,10.19000244140625,0.08127801865339279,56.59586781533806,52.46999931335449,3.0,2.0,2.0,19.851595639623362,734.1978989423776,325.7070712015763,2.0449997381597065
2003-06-23,10,60.92,-30.33,10.0,,,,,,0.049,3.771,2,76.9591836734694,2003-06-21,6,9.769989013671875,,,15.815996170043945,2.0,2.0,2.0,18.83203663783649,233.29034208810762,,
2003-06-23,10,64.13,-22.8,10.0,5.83,,,,,0.042,3.151,3,75.0238095238095,2003-06-21,6,10.579986572265625,,,57.65299987792969,3.0,2.0,2.0,20.45555037760104,782.9035099368448,,
2003-06-28,10,59.68,-39.65,10.0,,,,,,0.114,5.172,2,45.3684210526316,2003-06-26,6,6.95001220703125,,,39.76099967956543,2.0,2.0,2.0,18.36409079258472,601.4303816049741,,
2004-05-13,10,66.23,-23.35,10.0,5.46,11.7,6.8,,,0.082,4.36,2,53.1707317073171,2004-05-11,5,3.769989013671875,,,26.46099853515625,2.0,2.0,2.0,18.23154045797476,403.1627161632197,,
2004-05-23,10,64.38,-22.83,10.0,5.91,4.8,1.1,,,0.061,3.637,3,59.6229508196721,2004-05-21,5,6.899993896484375,,,29.48499870300293,3.0,2.0,2.0,18.650446958102723,439.14644168581344,,
2004-05-24,10,64.23,-22.22,10.0,3.91,3.0,0.4,,,0.052,3.275,3,62.9807692307692,2004-05-22,5,6.970001220703125,,,17.822998046875,3.0,2.0,2.0,18.689261685525455,264.9025346267667,,
2004-05-26,10,67.67,-18.83,10.0,,,,,,0.114,5.361,2,47.0263157894737,2004-05-24,5,3.420013427734375,,,41.85099792480469,2.0,2.0,2.0,20.952662984047816,554.8353071008431,,
2004-05-27,10,66.08,-22.7,10.0,2.98,0.2,0.8,,,0.104,5.752,2,55.3076923076923,2004-05-25,5,4.660003662109375,,,22.358997344970703,2.0,2.0,2.0,19.93403780944421,311.56921920167474,,
2004-05-28,10,68.0,-12.68,10.0,,,,,0.5504120588302612,0.047,2.186,2,46.5106382978723,2004-05-26,5,1.220001220703125,0.07140127569437027,64.42461924195975,39.79899787902832,2.0,2.0,2.0,21.69627101582501,509.5473402113842,249.51274759207655,2.1859042794695114
2004-05-29,10,66.62,-14.27,10.0,,,,,,0.065,3.91,2,60.1538461538462,2004-05-27,5,4.3699951171875,,,28.477998733520508,2.0,2.0,2.0,20.561641015412103,384.72392343715626,,
2004-05-29,10,66.37,-10.0,10.0,,,,,,0.051,2.618,2,51.3333333333333,2004-05-27,5,2.80999755859375,,,34.608999252319336,2.0,2.0,2.0,20.378642687326607,471.7493235896767,,
2004-05-30,10,65.0,-12.82,10.0,,,,,,0.069,3.626,2,52.5507246376812,2004-05-28,5,3.980010986328125,,,27.509998321533203,2.0,2.0,2.0,19.64679321876131,388.9523402286656,,
2004-05-31,10,65.0,-10.13,10.0,,,,,,0.067,4.105,2,61.2686567164179,2004-05-29,5,6.649993896484375,,,24.25299835205078,2.0,2.0,2.0,19.74607563345664,341.17888089449394,,
2004-06-01,10,63.87,-14.13,10.0,,,,,,0.031,1.982,3,63.9354838709677,2004-05-30,5,7.230010986328125,,,12.24899673461914,3.0,2.0,2.0,19.256405148062623,176.6944072264747,,
2004-06-01,10,63.57,-16.3,10.0,,,,,,0.052,3.036,3,58.3846153846154,2004-05-30,5,8.6300048828125,,,30.434999465942383,3.0,2.0,2.0,19.118212960510867,442.20485124732187,,
2004-06-01,10,63.48,-20.88,10.0,,,,,,0.082,6.299,3,76.8170731707317,2004-05-30,5,8.459991455078125,,,43.28299903869629,3.0,2.0,2.0,19.077964071815433,630.2064121343451,,
2004-06-02,10,62.98,-21.47,10.0,,,,,,0.095,3.418,3,35.9789473684211,2004-05-31,5,8.829986572265625,,,33.58199882507324,3.0,2.0,2.0,18.935976211883812,492.62487988924113,,
2005-05-20,10,64.33,-23.25,10.0,,,,,3.0076866149902344,0.039,3.2,2,82.0512820512821,2005-05-18,5,7.20001220703125,0.22002999484539032,20.906240547941234,34.055999755859375,2.0,2.0,2.0,18.219677447249857,519.2188478403104,57.51383444874558,1.9359050978756547
2005-05-20,10,64.33,-27.98,10.0,,,,,0.6134912371635437,0.054,3.739,2,69.2407407407407,2005-05-18,5,7.489990234375,0.0815507099032402,56.406621174210414,51.63999938964844,2.0,2.0,2.0,18.219677447249857,787.3050615979782,348.31550764488094,3.738680603161172
2005-05-24,10,66.15,-27.25,10.0,,,,,1.2581229209899902,0.118,2.998,2,25.406779661017,2005-05-22,5,1.850006103515625,0.1263497769832611,36.40687075062594,,2.0,2.0,2.0,19.47244469632932,,,
2005-05-24,10,66.08,-22.7,10.0,2.98,0.2,0.8,,,0.057,3.884,2,68.140350877193,2005-05-22,5,4.69000244140625,,,19.615997314453125,2.0,2.0,2.0,19.435204899822136,280.36175440339775,,
2005-05-26,10,68.0,-18.82,10.0,,,,,,0.076,1.079,2,14.1973684210526,2005-05-24,5,0.54998779296875,,,,2.0,2.0,2.0,21.070063475284915,,,
2005-05-28,10,66.62,-14.25,10.0,,,,,,0.115,4.035,2,35.0869565217391,2005-05-26,5,2.92999267578125,,,32.26599884033203,2.0,2.0,2.0,20.284866707988392,441.84551886250017,,
2005-05-29,10,65.58,-24.93,10.0,4.92,,,,2.633713483810425,0.067,2.125,2,31.7164179104478,2005-05-27,5,6.75,0.20136675238609314,22.84389029217758,46.77799987792969,2.0,2.0,2.0,19.757075543819674,657.6828046317393,87.7994495628869,2.1083199760539317
2005-05-30,10,66.37,-9.98,10.0,,,,,,0.057,1.802,2,31.6140350877193,2005-05-28,5,1.8699951171875,,,44.77399826049805,2.0,2.0,2.0,20.378642687326607,610.3066789017255,,
2005-05-31,10,65.0,-12.8,10.0,,,,,0.736299991607666,0.113,3.527,2,31.212389380531,2005-05-29,5,2.29998779296875,0.08723384886980057,52.731824396120054,55.395999908447266,2.0,2.0,2.0,19.64679321876131,783.2208330900645,327.3651459311296,3.5269999945247106
2005-05-31,10,65.0,-10.13,10.0,,,,,1.2346149682998657,0.065,3.054,2,46.9846153846154,2005-05-29,5,2.07000732421875,0.1310303807258606,35.10636216210069,57.06399917602539,2.0,2.0,2.0,19.64679321876131,806.8039758820578,217.6257679316078,3.053420994566597
2005-06-01,10,63.87,-14.13,10.0,,,,,,0.075,3.467,3,46.2266666666667,2005-05-30,5,7.019989013671875,,,36.555999755859375,3.0,2.0,2.0,19.173678616528704,529.6033473656927,,
2005-06-01,10,63.57,-16.28,10.0,,,,,5.39349365234375,0.063,2.463,3,39.0952380952381,2005-05-30,5,8.489990234375,0.2865404784679413,16.053578274856747,54.374000549316406,3.0,2.0,2.0,19.03852783122,793.3328235972598,45.18829308709415,2.0188800382172323
2005-06-02,10,63.49,-20.9,10.0,,,,,,0.048,2.986,3,62.2083333333333,2005-05-31,5,9.67999267578125,,,37.327999114990234,3.0,2.0,2.0,19.08240971311894,543.3741754283973,,
2005-06-02,10,62.98,-21.48,10.0,,,,,,0.066,3.676,3,55.6969696969697,2005-05-31,5,10.3599853515625,,,36.98999786376953,3.0,2.0,2.0,18.863631836211677,544.6988944556365,,
2006-05-16,10,66.2,-23.15,10.0,3.7,3.7,2.0,,,0.051,3.478,2,68.1960784313726,2006-05-14,5,4.6400146484375,,,28.88399887084961,2.0,2.0,2.0,18.475811890647353,434.26145855825365,,
2006-05-17,10,63.67,-13.67,10.0,8.27,11.4,1.9,,,0.053,2.73,3,51.5094339622642,2006-05-15,5,8.42999267578125,,,27.195999145507812,3.0,2.0,2.0,17.691474895145163,427.01042461748455,,
2006-05-17,10,66.68,-23.13,10.0,4.24,,,,2.634860038757324,0.041,2.587,2,63.0975609756098,2006-05-15,5,4.20001220703125,0.2221505343914032,20.70667987633709,47.62799835205078,2.0,2.0,2.0,18.81430102988948,703.1884693041951,76.25779233777249,2.163378475181527
2006-05-18,10,67.33,-23.68,10.0,,,,,0.39963358640670776,0.07,2.554,1,36.4857142857143,2006-05-16,5,1.6099853515625,0.059821274131536484,76.89572090834119,,1.0,1.0,2.0,19.273575297348806,,,
2006-05-19,10,66.53,-18.85,10.0,,,,,,0.124,6.389,2,51.5241935483871,2006-05-17,5,3.95001220703125,,,42.37200164794922,2.0,2.0,2.0,19.013278652538453,619.0410750747749,,
2006-05-20,10,68.0,-18.83,10.0,,,,,,0.107,3.116,2,29.1214953271028,2006-05-18,5,1.790008544921875,,,36.3859977722168,2.0,2.0,2.0,19.984352221316627,505.75677867669515,,
2006-05-21,10,69.0,-18.82,10.0,,,,,,0.061,2.267,2,37.1639344262295,2006-05-19,5,-0.329986572265625,,,,2.0,2.0,2.0,20.96363486583362,,,
2006-05-22,10,69.0,-16.03,10.0,,,,,,0.057,2.358,2,41.3684210526316,2006-05-20,5,1.089996337890625,,,24.179996490478516,2.0,2.0,2.0,21.19611934171109,316.88185858541095,,
2006-05-23,10,69.76,-13.64,10.0,,,,,,0.052,2.044,2,39.3076923076923,2006-05-21,5,0.760009765625,,,34.4219970703125,2.0,2.0,2.0,22.600569195890888,423.07190451659216,,
2006-05-23,10,70.19,-11.57,10.0,,,,,,0.057,2.507,2,43.9824561403509,2006-05-21,5,0.910003662109375,,,32.47599792480469,2.0,2.0,2.0,24.0,375.87960561116535,,
